"med" "estup_psicot"
"1510" "HIDROXICLOROQUINA" FALSE
"1511" "NOVIDOL" FALSE
"1512" "KINERET" FALSE
"1513" "BEMRIST BREEZHALER" FALSE
"1514" "BOOSTRIX" FALSE
"1515" "SORAFENIB REDDYS" FALSE
"1516" "LEQVIO" FALSE
"1517" "URONID" FALSE
"1518" "ASMANEX TWISTHALER" FALSE
"1519" "TOBRAMICINA" FALSE
"1520" "DOPORIO" FALSE
"1521" "BECLOMETASONA FORMOTEROL" FALSE
"1522" "WEZENLA" FALSE
"1523" "APREDONAV" FALSE
"1524" "OPATANOL" FALSE
"1525" "SYBALI" FALSE
"1526" "FLUTOX" FALSE
"1527" "DINISOR" FALSE
"1528" "RELENZA" FALSE
"1529" "RESPIBIEN" FALSE
"1530" "ALGESAL" FALSE
"1531" "KETOCONAZOL" FALSE
"1532" "CAPTOPRIL HIDROCLOROTIAZIDA" FALSE
"1533" "TRYPTIZOL" FALSE
"1534" "ESTRADOT" FALSE
"1535" "DIANE" FALSE
"1536" "PROTOPIC" FALSE
"1537" "SERETIDE" FALSE
"1538" "EPISTAXOL" FALSE
"1539" "ENGERIX" FALSE
"1540" "KETOBRILL" FALSE
"1541" "PIRAZINAMIDA PRODES" FALSE
"1542" "MINESSE" FALSE
"1543" "NEISVAC" FALSE
"1544" "RELPAX" FALSE
"1545" "LOPESTOP" FALSE
"1546" "VASONASE" FALSE
"1547" "ZESTORETIC" FALSE
"1548" "XALACOM" FALSE
"1549" "SIRDALUD" FALSE
"1550" "COLIRCUSI ANTIEDEMA" FALSE
"1551" "ACTRAPID" FALSE
"1552" "LUBRILAX" FALSE
"1553" "COVERSYL" FALSE
"1554" "INSULATARD" FALSE
"1555" "LACTOFERRINA" FALSE
"1556" "KALOBA" FALSE
"1557" "CEMIDON" FALSE
"1558" "GELIDINA" FALSE
"1559" "VIVIDRIN" FALSE
"1560" "LISOZIMA" FALSE
"1561" "ALDOBRONQUIAL" FALSE
"1562" "GEFITINIB SALA" FALSE
"1563" "CLAVERSAL" FALSE
"1564" "CETROTIDE" FALSE
"1565" "LINITUL" FALSE
"1566" "DEZACOR" FALSE
"1567" "POSITON" FALSE
"1568" "VEINFIBRO" FALSE
"1569" "XUMADOL" FALSE
"1570" "ALDOMET" FALSE
"1571" "VENTODUO" FALSE
"1572" "EMCORETIC" FALSE
"1573" "NERVINEX" FALSE
"1574" "EFFERALGAN" FALSE
"1575" "DIFFERINE" FALSE
"1576" "ACNIDUO" FALSE
"1577" "RETSEVMO" FALSE
"1578" "METHOFILL PEN" FALSE
"1579" "BUTILESCOPOLAMINA KALCEKS" FALSE
"1580" "VALIUM" TRUE
"1581" "GAMMA TETANOS" FALSE
"1582" "LEVELINA" FALSE
"1583" "ATORVASTATINA GENERICOS" FALSE
"1584" "DROSURELLE" FALSE
"1585" "NORMOTUS" FALSE
"1586" "AMBIFUL" FALSE
"1587" "ARKETIN" FALSE
"1588" "CITREL" FALSE
"1589" "GANIRELIX" FALSE
"1590" "SALBUTAMOL" FALSE
"1591" "OPRYMEA" FALSE
"1592" "BESITRAN" FALSE
"1593" "DIPRODERM" FALSE
"1594" "ESTEQUEN" FALSE
"1595" "BUPREX" TRUE
"1596" "CAPRELSA" FALSE
"1597" "POLARAMINE" FALSE
"1598" "PECFENT" TRUE
"1599" "PENTOXIFILINA" FALSE
"1600" "RINGER LACTATO" FALSE
"1601" "RXULTI" FALSE
"1602" "ROCALTROL" FALSE
"1603" "LEVEMIR FLEXPEN" FALSE
"1604" "WETIRIN" FALSE
"1605" "TIORFAN" FALSE
"1606" "PROCRIN" FALSE
"1607" "BRINTELLIX" FALSE
"1608" "DULOTEX" FALSE
"1609" "ZYTRAM BID" FALSE
"1610" "ABIPOL" FALSE
"1611" "SURMENALIT" FALSE
"1612" "ARMAYA" FALSE
"1613" "FLAGYL" FALSE
"1614" "TRINIPATCH" FALSE
"1615" "DOLORAC" FALSE
"1616" "NOVODERMOQUINONA" FALSE
"1617" "SEFFALAIR SPIROMAX" FALSE
"1618" "ANGINOVAG" FALSE
"1619" "FINASTERIDA BENEL" FALSE
"1620" "ATORVASTATINA VIVANTA" FALSE
"1621" "FOLIFERRON" FALSE
"1622" "DAFIRO HCT" FALSE
"1623" "ICANDRA" FALSE
"1624" "NIMVASTID" FALSE
"1625" "RINODUO" FALSE
"1626" "TINTURA" FALSE
"1627" "CEFEPIMA" FALSE
"1628" "INTRAROSA" FALSE
"1629" "ANAFRANIL" FALSE
"1630" "ENBREL" FALSE
"1631" "NOVAG ANTIGRIPAL" FALSE
"1632" "RIFATER" FALSE
"1633" "ORNIBEL" FALSE
"1634" "BELMAZOL" FALSE
"1635" "ZONEGRAN" FALSE
"1636" "BREAKYL" TRUE
"1637" "OFTALMOWELL" FALSE
"1638" "MENQUADFI" FALSE
"1639" "RIVANEX" FALSE
"1640" "HIPERICO" FALSE
"1641" "DURACEF" FALSE
"1642" "ARTEDIL" FALSE
"1643" "DEVOLINA" FALSE
"1644" "LANTUS SOLOSTAR" FALSE
"1645" "FOSAVANCE" FALSE
"1646" "ESCITALOPRAM DAVUR" FALSE
"1647" "EMCONCOR" FALSE
"1648" "VIRVIRILO" FALSE
"1649" "CUFENCE" FALSE
"1650" "HIDROALTESONA" FALSE
"1651" "QUVIVIQ" FALSE
"1652" "METOTREXATO WYETH" FALSE
"1653" "RHODOGIL" FALSE
"1654" "SOLUMODERIN" FALSE
"1655" "BENEPALI" FALSE
"1656" "MIRENA" FALSE
"1657" "ELVANSE" TRUE
"1658" "NAPROSYN" FALSE
"1659" "BIMZELX" FALSE
"1660" "FROSINOR" FALSE
"1661" "NORMONASAL" FALSE
"1662" "PROGANDOL" FALSE
"1663" "METASEDIN" TRUE
"1664" "TIRBAS" FALSE
"1665" "APROVEL" FALSE
"1666" "VENOLEP" FALSE
"1667" "ORGALUTRAN" FALSE
"1668" "DACEPTON" FALSE
"1669" "DIGARIL PROLIB" FALSE
"1670" "SYNALAR GAMMA" FALSE
"1671" "FLUAD" FALSE
"1672" "CLENSIA" FALSE
"1673" "FORTASEC" FALSE
"1674" "OFLOVIR" FALSE
"1675" "PERMECURE" FALSE
"1676" "XICIL" FALSE
"1677" "TRYDONIS" FALSE
"1678" "PRIVENAX" FALSE
"1679" "TYENNE" FALSE
"1680" "FOSFOCINA" FALSE
"1681" "PREVENCOR" FALSE
"1682" "TOSIDRIN" TRUE
"1683" "DOLOMEDIL" TRUE
"1684" "PLUSVENT ACCUHALER" FALSE
"1685" "REKOVELLE" FALSE
"1686" "CUSIMOLOL" FALSE
"1687" "TRICICLOR" FALSE
"1688" "CALLIVORO MARTHAND" FALSE
"1689" "FOSFOMICINA LEVEL" FALSE
"1690" "SEMONIC" FALSE
"1691" "GLUTAFERRO" FALSE
"1692" "MUCIBRON" FALSE
"1693" "LEDERFOLIN" FALSE
"1694" "MOMETASONA FUROATO" FALSE
"1695" "LEVOBEL" FALSE
"1696" "DESENFRIOL" FALSE
"1697" "ARACENAC" FALSE
"1698" "GRIPPOSTAD PARACETAMOL" FALSE
"1699" "EMGALITY" FALSE
"1700" "ARIPIPRAZOL MACLEODS" FALSE
"1701" "MIZOLEN" FALSE
"1702" "GATICA" FALSE
"1703" "NITRODERM TTS" FALSE
"1704" "EVEROLIMUS TAD" FALSE
"1705" "ODENIL" FALSE
"1706" "TOBREX" FALSE
"1707" "NORMOVIDONA" FALSE
"1708" "DERATIN" FALSE
"1709" "KERIETTE" FALSE
"1710" "CALMANTE" FALSE
"1711" "BRONCOMEDICAL SULFOGUAYACOL" FALSE
"1712" "NORFENAZIN" FALSE
"1713" "ULCO" FALSE
"1714" "COSLAN" FALSE
"1715" "BACTROBAN" FALSE
"1716" "ALCOHOL ALCANFORADO" FALSE
"1717" "ALGIFAST" FALSE
"1718" "FEBRIROL" FALSE
"1719" "HELICOBACTER" FALSE
"1720" "PSOTRIOL" FALSE
"1721" "NOLPAZA" FALSE
"1722" "SYRON" FALSE
"1723" "DELCRIN" FALSE
"1724" "VALSARTAN TAD" FALSE
"1725" "SICCAFLUID" FALSE
"1726" "DOLOXITAL" TRUE
"1727" "ACYLINE" FALSE
"1728" "PROLUTEX" FALSE
"1729" "ACEDIUR" FALSE
"1730" "LEXXEMA" FALSE
"1731" "HULIO" FALSE
"1732" "SPIRAXIN" FALSE
"1733" "RESINSODIO" FALSE
"1734" "UZPRUVO" FALSE
"1735" "BENESTAN" FALSE
"1736" "ROYEN" FALSE
"1737" "MEDSAMIC" FALSE
"1738" "FLECARD" FALSE
"1739" "MASDIL" FALSE
"1740" "LATANEST" FALSE
"1741" "EVIANA" FALSE
"1742" "MESNA" FALSE
"1743" "TARCEVA" FALSE
"1744" "BENERVA" FALSE
"1745" "SERDOLECT" FALSE
"1746" "ANACERVIX" FALSE
"1747" "TEMODAL" FALSE
"1748" "MUNTEL" FALSE
"1749" "DOPTELET" FALSE
"1750" "KARVEA" FALSE
"1751" "AXURA" FALSE
"1752" "FEXION" FALSE
"1753" "ALDEXINA" FALSE
"1754" "AMAPOLA CALIFORNIA" FALSE
"1755" "ISCOVER" FALSE
"1756" "PEGASYS" FALSE
"1757" "TEBOFORTAN" FALSE
"1758" "DUTACAP" FALSE
"1759" "BENFEROL" FALSE
"1760" "STRANTAS" FALSE
"1761" "TABRECTA" FALSE
"1762" "LIZIPAINA" FALSE
"1763" "FORMULAEXPEC" FALSE
"1764" "RONAME" FALSE
"1765" "ALERGICAL" FALSE
"1766" "TRIDIAVIR" FALSE
"1767" "HQUIN" FALSE
"1768" "LASEA" FALSE
"1769" "OMEPROTECT" FALSE
"1770" "VIRALKEY" FALSE
"1771" "GLUCOSA AL" FALSE
"1772" "FLAMMAZINE" FALSE
"1773" "ATARAX" FALSE
"1774" "JANUMET" FALSE
"1775" "PROCTOLOG" FALSE
"1776" "TIONER" FALSE
"1777" "KISPLYX" FALSE
"1778" "DECAPEPTYL" FALSE
"1779" "DENVAR" FALSE
"1780" "RELAFALK" FALSE
"1781" "BRITAPEN" FALSE
"1782" "TUSCALMAN" FALSE
"1783" "URINORM" FALSE
"1784" "NITROPLAST" FALSE
"1785" "DEXAMETASONA TAD" FALSE
"1786" "PLEINVUE" FALSE
"1787" "JAMESI" FALSE
"1788" "JEXT" FALSE
"1789" "MICTONORM" FALSE
"1790" "TRANALEX" FALSE
"1791" "FARINGESIC" FALSE
"1792" "DUOCLIN" FALSE
"1793" "OEDIEN" FALSE
"1794" "INDOLGEN" FALSE
"1795" "AKINETON" FALSE
"1796" "ELLAONE" FALSE
"1797" "DOLAK" FALSE
"1798" "ACTONEL" FALSE
"1799" "XOTERNA BREEZHALER" FALSE
"1800" "AFTAJUVENTUS" FALSE
"1801" "BIDUTAM" FALSE
"1802" "CIMASCAL" FALSE
"1803" "GOPTEN" FALSE
"1804" "XILONIBSA" FALSE
"1805" "THORENS" FALSE
"1806" "MOLSIDAIN" FALSE
"1807" "EFFERALDOL" FALSE
"1808" "MICROGYNON" FALSE
"1809" "ACTILOGIC" FALSE
"1810" "IMPROZOL" FALSE
"1811" "TACFORIUS" FALSE
"1812" "LIDALTRIN" FALSE
"1813" "CLOPIXOL DEPOT" FALSE
"1814" "EVRYSDI" FALSE
"1815" "PAROXETINA DAVUR" FALSE
"1816" "TOUJEO" FALSE
"1817" "EURARTESIM" FALSE
"1818" "DEPAKINE" FALSE
"1819" "VASELINA PEGE" FALSE
"1820" "ORLADEYO" FALSE
"1821" "BISOLGRIP" FALSE
"1822" "VASCORLEN" FALSE
"1823" "HUMALOG" FALSE
"1824" "IMOVAX POLIO JERINA" FALSE
"1825" "ACTAIR" FALSE
"1826" "XOROX" FALSE
"1827" "UTABON" FALSE
"1828" "MOMETASONA MEDE" FALSE
"1829" "NOIAFREN" TRUE
"1830" "CURADONA" FALSE
"1831" "HUMULINA NPH" FALSE
"1832" "DEKRISTOLAN" FALSE
"1833" "TESTOGEL" FALSE
"1834" "BENTIFEN" FALSE
"1835" "LENVIMA" FALSE
"1836" "FOLICO" FALSE
"1837" "SABRILEX" FALSE
"1838" "LEVOTIROXINA" FALSE
"1839" "HUMATIN" FALSE
"1840" "ALDARA" FALSE
"1841" "REFLEX" FALSE
"1842" "EXEMESTANO WINADOL" FALSE
"1843" "HUMULINA" FALSE
"1844" "HALOPERIDOL" FALSE
"1845" "DUTASTERIDA TAMSULOSINA GENERICOS" FALSE
"1846" "BECLORINO" FALSE
"1847" "ARIPIPRAZOL MYLAN" FALSE
"1848" "ZABART" FALSE
"1849" "PECTOX" FALSE
"1850" "HIROBRIZ BREEZHALER" FALSE
"1851" "CABERGOLINA" FALSE
"1852" "ZYCLARA" FALSE
"1853" "DICLODOLOR" FALSE
"1854" "DRONEDARONA" FALSE
"1855" "ESOMEPRAZOL DAVUR" FALSE
"1856" "NOTUS MUCUS" FALSE
"1857" "AFLUON" FALSE
"1858" "CARMEN" FALSE
"1859" "AMIRIOX" FALSE
"1860" "FUTURAN" FALSE
"1861" "LOMPER" FALSE
"1862" "HONGOSERIL" FALSE
"1863" "MIRAZUL" FALSE
"1864" "EFETAMOL" FALSE
"1865" "ZOELY" FALSE
"1866" "LIVOGIVA" FALSE
"1867" "INREQ" FALSE
"1868" "APOCARD" FALSE
"1869" "HUMALOG KWIKPEN" FALSE
"1870" "ZANDRAQET" FALSE
"1871" "DELTIUS" FALSE
"1872" "BIMATOPROST TIMOLOL" FALSE
"1873" "FODONAL" FALSE
"1874" "TIDIMAZ" FALSE
"1875" "GRAZAX" FALSE
"1876" "DOSIL" FALSE
"1877" "SEVIKAR HCT" FALSE
"1878" "FLEXRESAN" FALSE
"1879" "OMJJARA" FALSE
"1880" "SECALIP" FALSE
"1881" "HODERNAL" FALSE
"1882" "EFFERALDOL VITAMINA" FALSE
"1883" "CITALOPRAM RIMAFAR" FALSE
"1884" "AVAXIM" FALSE
"1885" "KARVEZIDE" FALSE
"1886" "CIMZIA" FALSE
"1887" "DIPREX" FALSE
"1888" "RETARPEN LIOFILIZADO DISOLV" FALSE
"1889" "VESOLTA" FALSE
"1890" "SILKIS" FALSE
"1891" "COLIRCUSI FENILEFRINA" FALSE
"1892" "BITAMSOL" FALSE
"1893" "SIBILLA" FALSE
"1894" "HEPAMED" FALSE
"1895" "PLANTABEN" FALSE
"1896" "CITRAFLEET" FALSE
"1897" "VAXIGRIP" FALSE
"1898" "INTERMUCOL" FALSE
"1899" "ANALGIPLUS" TRUE
"1900" "TAUCOR" FALSE
"1901" "TRAMADOL ASTA" FALSE
"1902" "MONTELUKAST UR" FALSE
"1903" "EZETIMIBA SIMVASTATINA TEVAGEN" FALSE
"1904" "MANIDON" FALSE
"1905" "GRIPPAL PSEUDOEFREDRINA DEXTROMETORFANO" FALSE
"1906" "CALCIO" FALSE
"1907" "PALMEUX" FALSE
"1908" "OFTALMOLOSA CUSI AUREOMICINA" FALSE
"1909" "TRIENTINA WAYMADE" FALSE
"1910" "FORDIURAN" FALSE
"1911" "ETALPHA" FALSE
"1912" "ESTREPTOMICINA" FALSE
"1913" "PROSTAMED" FALSE
"1914" "REGULATEN" FALSE
"1915" "OFTALMOLOSA CUSI GENTAMICINA" FALSE
"1916" "APADIN" FALSE
"1917" "GAMAVAN" FALSE
"1918" "CENAT" FALSE
"1919" "BIRESP SPIROMAX" FALSE
"1920" "NEOMYX" FALSE
"1921" "IONIL CHAMPU" FALSE
"1922" "DISIMET" FALSE
"1923" "LANSOPRAZOL DAVUR" FALSE
"1924" "MANIDON HTA" FALSE
"1925" "DIEMIL" FALSE
"1926" "SEPTRIN" FALSE
"1927" "AFLOYAN" FALSE
"1928" "MOVENTIG" FALSE
"1929" "TOLVAPTAN TEVAGEN" FALSE
"1930" "TRISEQUENS" FALSE
"1931" "NASALVICKS" FALSE
"1932" "SKILARENCE" FALSE
"1933" "NALOXONA" FALSE
"1934" "ETACORTILEN" FALSE
"1935" "GABITRIL" FALSE
"1936" "SKYRIZI" FALSE
"1937" "TOLVAPTAN" FALSE
"1938" "PYRALVEX" FALSE
"1939" "DONEPEZILO UR" FALSE
"1940" "ARTEOPTIC" FALSE
"1941" "FLUVASTATINA PROLIB" FALSE
"1942" "DERMOFIX" FALSE
"1943" "HBVAXPRO" FALSE
"1944" "VIRGAN" FALSE
"1945" "ALTINA" FALSE
"1946" "NIQUITIN" FALSE
"1947" "VAQTA" FALSE
"1948" "MAXIDEX" FALSE
"1949" "RINOBANEDIF" FALSE
"1950" "ZUANTRIP" FALSE
"1951" "PAIDOTERIN" FALSE
"1952" "NOVORAPID FLEXPEN" FALSE
"1953" "REUSIN" FALSE
"1954" "LEVOFLOXACINO DERMOGEN" FALSE
"1955" "SAFLUTAN" FALSE
"1956" "NOVOMIX" FALSE
"1957" "YAZ" FALSE
"1958" "CONBRIZA" FALSE
"1959" "LUVERIS" FALSE
"1960" "HARVONI" FALSE
"1961" "ATROVENT" FALSE
"1962" "CLORXIL" FALSE
"1963" "VISANNETTE" FALSE
"1964" "DRINE" FALSE
"1965" "VARILRIX DISOLVENTE" FALSE
"1966" "ZANIDIP" FALSE
"1967" "CLIMEN" FALSE
"1968" "OFTALMOLOSA CUSI DEXAMETASONA" FALSE
"1969" "RIBAVIRINA" FALSE
"1970" "IVERMECTINA" FALSE
"1971" "GLUCOSAMINA" FALSE
"1972" "SIBELIUM" FALSE
"1973" "CINFADOL" FALSE
"1974" "VARILIV TROXERUTINA" FALSE
"1975" "NOVORAPID" FALSE
"1976" "ALGI" FALSE
"1977" "ENEMA" FALSE
"1978" "FUCIBET" FALSE
"1979" "AIRTAL" FALSE
"1980" "CONDROSULF" FALSE
"1981" "IBEROGAST" FALSE
"1982" "TERAZOSINA" FALSE
"1983" "AKLIEF" FALSE
"1984" "RENVELA" FALSE
"1985" "JENTADUETO" FALSE
"1986" "EKLIRA GENUAIR" FALSE
"1987" "APOGRIP" FALSE
"1988" "APIROFENO" FALSE
"1989" "YENDOL" FALSE
"1990" "CEFADROXILO DESGEN" FALSE
"1991" "VELTASSA" FALSE
"1992" "AIDESSIA" FALSE
"1993" "FORXIGA" FALSE
"1994" "SUERORAL" FALSE
"1995" "OTIX OTICAS" FALSE
"1996" "VIRIREC" FALSE
"1997" "XIGDUO" FALSE
"1998" "ADIERIS" FALSE
"1999" "SINCAL" FALSE
"2000" "PNEUMOVAX" FALSE
"2001" "ZYKADIA" FALSE
"2002" "LIXIANA" FALSE
"2003" "TERMALGIN" FALSE
"2004" "BUFOMIX EASYHALER" FALSE
"2005" "CINFAHELIX" FALSE
"2006" "AMOXICILINA CLAVULANICO TAD" FALSE
"2007" "ALZIL" FALSE
"2008" "DULOXETINA TEVAGEN" FALSE
"2009" "NILEMDO" FALSE
"2010" "RESPIDINA" FALSE
"2011" "LYNPARZA" FALSE
"2012" "CARDURAN" FALSE
"2013" "ORLIDUNN" FALSE
"2014" "MUPIROCINA" FALSE
"2015" "PRIMOLUTNOR" FALSE
"2016" "ILMAGO" FALSE
"2017" "AIDRANA" FALSE
"2018" "ALKERAN" FALSE
"2019" "NORMOSEPT" FALSE
"2020" "ANESTOPIC" FALSE
"2021" "RYBELSUS" FALSE
"2022" "BEXAROTENO" FALSE
"2023" "GELODOL" FALSE
"2024" "EZOR" FALSE
"2025" "DUOTRAV" FALSE
"2026" "ACARIZAX" FALSE
"2027" "INFANRIXIPV" FALSE
"2028" "RYALTRIS" FALSE
"2029" "VERQUVO" FALSE
"2030" "ENDOLEX" FALSE
"2031" "ALERGOFTAL" FALSE
"2032" "SITAGLIPTINA METFORMINA MYLAN" FALSE
"2033" "BAMBEC" FALSE
"2034" "TITANOREIN LIDOCAINA" FALSE
"2035" "GONAPEPTYL DEPOT" FALSE
"2036" "DESFERIN" FALSE
"2037" "DAIVOBET" FALSE
"2038" "LIPOSIT PROLIB" FALSE
"2039" "PARACETAMOL IBUPROFENO" FALSE
"2040" "IBIS" FALSE
"2041" "BILAMAX" FALSE
"2042" "TANOLUX" FALSE
"2043" "DRAGUL" FALSE
"2044" "ABRYSVO DISOLVENTE" FALSE
"2045" "AQUIPTA" FALSE
"2046" "VIVACE" FALSE
"2047" "NICORETTE SUPERMINT" FALSE
"2048" "MOTIVAN" FALSE
"2049" "SUNITINIB" FALSE
"2050" "EXXIV" FALSE
"2051" "DAFLON" FALSE
"2052" "DORMIDINA DOXILAMINA" FALSE
"2053" "FASLODEX" FALSE
"2054" "ALERLISIN" FALSE
"2055" "AXIAGO" FALSE
"2056" "PUREGON" FALSE
"2057" "TOPAMAX DISPERSABLE" FALSE
"2058" "RESPIR" FALSE
"2059" "PRAVASTATINA CODRAMOL" FALSE
"2060" "LOPERAN" FALSE
"2061" "PROPALGINA" FALSE
"2062" "HIDRATHEA" FALSE
"2063" "VERUFIL COLODION" FALSE
"2064" "PLASIMINE" FALSE
"2065" "HIDROPOLIVIT" FALSE
"2066" "DANIELLE" FALSE
"2067" "CABOMETYX" FALSE
"2068" "LINEASUL TISANA" FALSE
"2069" "LIDERFEME" FALSE
"2070" "FUNGISDIN" FALSE
"2071" "PARAFLUDETEN" FALSE
"2072" "VAXCHORA" FALSE
"2073" "ANTALGIN" FALSE
"2074" "IBUPROFENO ARISTOGEN" FALSE
"2075" "CALTHEK" FALSE
"2076" "BRIVUDINA" FALSE
"2077" "PIOGLITAZONA METFORMINA" FALSE
"2078" "ARZOLAN" FALSE
"2079" "CALLICIDA KENDU" FALSE
"2080" "COMIRNATY OMICRON XBB" FALSE
"2081" "PILOCARPINA" FALSE
"2082" "ZONISAMIDA MYLAN" FALSE
"2083" "ROACTEMRA" FALSE
"2084" "HYALGAN" FALSE
"2085" "AMLODIPINO TEVAGEN" FALSE
"2086" "HYDREA" FALSE
"2087" "VENLABRAIN" FALSE
"2088" "PARACETAMOL CODEINA LEVEL" TRUE
"2089" "MELATONINA" FALSE
"2090" "PRASUGREL" FALSE
"2091" "VIAFLO CLORURO SODICO" FALSE
"2092" "DUPHALAC" FALSE
"2093" "ACTITHIOL" FALSE
"2094" "ANSO" FALSE
"2095" "ABRASONE" FALSE
"2096" "MEDAPIA" FALSE
"2097" "CIDINE" FALSE
"2098" "VENLAFAXINA DAVURGAMA" FALSE
"2099" "RAMIPRIL TEVAGEN" FALSE
"2100" "PAXLOVID" FALSE
"2101" "CORTCAL" FALSE
"2102" "ZYNTABAC" FALSE
"2103" "OLUMIANT" FALSE
"2104" "EBACINA" FALSE
"2105" "AYVAKYT" FALSE
"2106" "REGENDER" FALSE
"2107" "ACETILSALICILICO LIDERFEN" FALSE
"2108" "THEODUR" FALSE
"2109" "OSTINE" FALSE
"2110" "CICLOPIROX OLAMINA" FALSE
"2111" "OLMESARTAN AMLODIPINO TAD" FALSE
"2112" "DINOBROXOL" FALSE
"2113" "CALCIO VITAMINA" FALSE
"2114" "RHOPHYLAC" FALSE
"2115" "AMLODIPINO ORTODROL" FALSE
"2116" "BRONCHIPRET" FALSE
"2117" "STREFEN" FALSE
"2118" "FINASTERIDA BIORGA" FALSE
"2119" "ABRION" FALSE
"2120" "ILVIGRIP" FALSE
"2121" "DANATROL" FALSE
"2122" "QUENTIAX" FALSE
"2123" "BRIPIO" FALSE
"2124" "EBASTINA ALPROFARMA" FALSE
"2125" "NORAFLAT" FALSE
"2126" "FORTECORTIN" FALSE
"2127" "BUSCAPINA" FALSE
"2128" "ARIPIPRAZOL TAD" FALSE
"2129" "RADIO SALIL ANTIINFLAMATORIO" FALSE
"2130" "ZOLPIDEM TEVAGEN" TRUE
"2131" "TERRACORTRIL" FALSE
"2132" "NORMOTRIDE" FALSE
"2133" "XENICAL" FALSE
"2134" "MASTICAL UNIDIA" FALSE
"2135" "TADALAFILO MYLAN" FALSE
"2136" "QUITT" FALSE
"2137" "CRESTOR" FALSE
"2138" "TIAPRIZAL" FALSE
"2139" "COULDINA PARACETAMOL" FALSE
"2140" "ESCARPILO" FALSE
"2141" "BLOPRESS" FALSE
"2142" "DULVAS" FALSE
"2143" "RICINO ORRAVAN" FALSE
"2144" "BUDESONIDA FORMOTEROL" FALSE
"2145" "VALPROICO" FALSE
"2146" "SEDISLEEP" FALSE
"2147" "HIDROCLORURO PETIDINA" TRUE
"2148" "SUMIAL" FALSE
"2149" "SINOGAN" FALSE
"2150" "DALSY" FALSE
"2151" "MOXON" FALSE
"2152" "ASACOL" FALSE
"2153" "MELATONINA NOXAREM" FALSE
"2154" "HIDROXIL" FALSE
"2155" "ISDIBEN" FALSE
"2156" "IBUPROFENO ABDRUG" FALSE
"2157" "LOSARTAN HIDROCLOROTIAZIDA GENERICOS" FALSE
"2158" "SIMVASTATINA BENEL" FALSE
"2159" "KERENDIA" FALSE
"2160" "FOTIVDA" FALSE
"2161" "FUCIBET LIPID" FALSE
"2162" "TERRACORTRIL OFTALMICA" FALSE
"2163" "DISNAL" FALSE
"2164" "ASTARTE" FALSE
"2165" "NUVAXOVID XBB" FALSE
"2166" "ANGINOCOM" FALSE
"2167" "HUBERPLEX" TRUE
"2168" "IMUPRET" FALSE
"2169" "MINITRAN" FALSE
"2170" "NIMENRIX DISOLVENTE" FALSE
"2171" "KERNGRIP" FALSE
"2172" "CUMBRAN" FALSE
"2173" "EVACUOL" FALSE
"2174" "TOVIAZ" FALSE
"2175" "TORIXIB" FALSE
"2176" "NEUROMIOL" FALSE
"2177" "INTESTIFALK" FALSE
"2178" "EBASTEL" FALSE
"2179" "FRIOLGRIP" FALSE
"2180" "IPRATROPIO BROMURO" FALSE
"2181" "ZYDELIG" FALSE
"2182" "FLEBOSTASIN" FALSE
"2183" "VELSIPITY" FALSE
"2184" "SATIVEX" TRUE
"2185" "DUARTRON" FALSE
"2186" "ISTURISA" FALSE
"2187" "COULDINA ACETILSALICILICO" FALSE
"2188" "SIBUDEL" FALSE
"2189" "FUSICUTANBETA" FALSE
"2190" "ACETENSIL" FALSE
"2191" "ALDOLEO" FALSE
"2192" "FAMCICLOVIR" FALSE
"2193" "ORGOVYX" FALSE
"2194" "PLURALAIS" FALSE
"2195" "OSLIF BREEZHALER" FALSE
"2196" "SLENYTO" FALSE
"2197" "FEXOFENADINA" FALSE
"2198" "MINOXIDIL BIORGA" FALSE
"2199" "ASCORBICO" FALSE
"2200" "PARNIDO" FALSE
"2201" "MAGION" FALSE
"2202" "CALDEOS" FALSE
"2203" "ALIPZA" FALSE
"2204" "FORMOTEROL" FALSE
"2205" "KANOVA" FALSE
"2206" "OXYNORM" TRUE
"2207" "ALENDRONICO ORTODROL" FALSE
"2208" "GASTROFRENAL" FALSE
"2209" "HIDROQUINIDINA SERECOR" FALSE
"2210" "AMLODIPINO VALSARTAN TEVAGEN" FALSE
"2211" "LAINEMA" FALSE
"2212" "DILTIX" FALSE
"2213" "CETIRIZINA TEVAGEN" FALSE
"2214" "VOXZOGO" FALSE
"2215" "ADSORB" FALSE
"2216" "OLANZAPINA MYLAN" FALSE
"2217" "SYNALAR" FALSE
"2218" "ESERTIA" FALSE
"2219" "BECLOASMA" FALSE
"2220" "DAYLETTE" FALSE
"2221" "LOITIN" FALSE
"2222" "BISOPROLOL HIDROCLOROTIAZIDA" FALSE
"2223" "BICAVERA GLUCOSA" FALSE
"2224" "AGIOLAX" FALSE
"2225" "SERTRALINA CUVE" FALSE
"2226" "OROXELAM" TRUE
"2227" "TRAGLASIN" FALSE
"2228" "URSOBILANE" FALSE
"2229" "OMIFIN" FALSE
"2230" "VERISCAL" FALSE
"2231" "AVARIC" TRUE
"2232" "OXIMEN" FALSE
"2233" "LEXATIN" TRUE
"2234" "EPIDUO" FALSE
"2235" "VIRLIX LIBERACION" FALSE
"2236" "FLUCELVAX" FALSE
"2237" "DEXAFREE" FALSE
"2238" "REVISEA" FALSE
"2239" "ANGIODROX" FALSE
"2240" "ALZERTA SEMANA" FALSE
