"product_id" "laboratory_id" "laboratory_name" "nationalCode" "denomination" "presentation" "presentation2" "contenido" "forma" "forma2" "concentracion" "masa_dimension" "volumen" "name" "presentation3"
9216 577 "LABORATORIOS HARTMANN, S.A." "496380" "HYDROTAC 10X20CM 3U" "HYDROTAC 10 X 20 CM 3 U APOSITO ESTERIL" "HYDROTAC 3 U ESTERIL" NA "APOSITO" NA NA "10 X 20 CM" NA "HARTMANN" "HYDROTAC 3 U ESTERIL"
8467 898 "MÖLNLYCKE HEALTH CARE, S.L." "486894" "HYPERGEL 15 GR 5U" "HYPERGEL 15 G 5 U APOSITO ESTERIL" "HYPERGEL 5 U ESTERIL" NA "APOSITO" NA NA "15 G" NA "MÖLNLYCKE HEALTH CARE" "HYPERGEL 5 U ESTERIL"
9245 897 "IGROBE RODAR 2001, S.L.U" "496711" "HYPERSEAL MOLDEABLE T. PEQUEÑO 10U" "HYPERSEAL MOLDEABLE T PEQUEÑO 10 U APOSITOS B OSTOM RES SINT" "HYPERSEAL MOLDEABLE T PEQUEÑO 10 U B OSTOM RES SINT" NA "APOSITOS" NA NA NA NA "IGROBE RODAR 2001" "HYPERSEAL MOLDEABLE T PEQUEÑO 10 U B OSTOM RES SINT"
7815 8020 "PEROXFARMA, S.A." "477711" "ICO URO-COLECTOR 35MM 30U" "ICO URO COLECTOR 35 MM 30 U COLECTOR BOLSA RECOGIDA ORINA C T TIRA" "ICO URO COLECTOR 30 U COLECTOR BOLSA RECOGIDA ORINA C T TIRA" NA NA NA NA "35 MM" NA "PEROXFARMA" "ICO URO COLECTOR 30 U COLECTOR BOLSA RECOGIDA ORINA C T TIRA"
1188 2000006 "SUPLEMENTOS SOLGAR,S.L." "109780" "BRAIN WORKS 60 COMP SOLGAR" "BRAIN WORKS 60 COMPRIMIDOS SOLGAR" "BRAIN WORKS" " 60 COMPRIMIDOS" NA NA NA NA NA "SUPLEMENTOS SOLGAR" "BRAIN WORKS"
1190 2000009 "LABORATORIOS WELTMONT, S.L." "197179" "BREXIBIOL 30 COMPRIMIDOS" "BREXIBIOL 30 COMPRIMIDOS" "BREXIBIOL" " 30 COMPRIMIDOS" NA NA NA NA NA "WELTMONT" "BREXIBIOL"
6601 8008 "EXPANSION FARMA, S.L." "452680" "INTERAPOTHEK 5M X 5CM" "INTERAPOTHEK 5 M X 5 CM VENDA GASA ELASTICA" "INTERAPOTHEK VENDA GASA ELASTICA" NA NA NA NA "5 M X 5 CM" NA "EXPANSION" "INTERAPOTHEK VENDA GASA ELASTICA"
882 2000098 "SALVAT ,S.A." "159521" "BROKEN (30 CAPS )" "BROKEN 30 CAPSULAS" "BROKEN" " 30 CAPSULAS" NA NA NA NA NA "SALVAT" "BROKEN"
1193 2000123 "BRUDYLAB,  SL" "194983" "BRUDY DHA GEL KIDS 30 SOBRES" "BRUDY DHA GEL KIDS 30 SOBRES" "BRUDY DHA KIDS" " 30 SOBRES" "GEL" NA NA NA NA "BRUDYLAB" "BRUDY DHA KIDS"
1195 2000123 "BRUDYLAB,  SL" "158367" "BRUDY MACULA 60 CAPSULAS BRUDYLAB" "BRUDY MACULA 60 CAPSULAS BRUDYLAB" "BRUDY MACULA" " 60 CAPSULAS" NA NA NA NA NA "BRUDYLAB" "BRUDY MACULA"
1197 2000123 "BRUDYLAB,  SL" "158370" "BRUDY OPIA 30 CAPSULAS BRUDYLAB" "BRUDY OPIA 30 CAPSULAS BRUDYLAB" "BRUDY OPIA" " 30 CAPSULAS" NA NA NA NA NA "BRUDYLAB" "BRUDY OPIA"
1199 2000123 "BRUDYLAB,  SL" "158368" "BRUDY PIO 30 CAPSULAS BRUDYLAB" "BRUDY PIO 30 CAPSULAS BRUDYLAB" "BRUDY PIO" " 30 CAPSULAS" NA NA NA NA NA "BRUDYLAB" "BRUDY PIO"
6960 908 "CONVATEC, S.L." "461483" "ILEODRESS-FLEX PEDI TRANSP 45MM 30+10+1+4" "ILEODRESS FLEX PEDI TRANSP 45 MM 30+10+1+4 BOLSAS ILEOST SIST DOBLE PLAC" "ILEODRESS FLEX PEDI TRANSP 30+10+1+4 BOLSAS ILEOST SIST DOBLE PLAC" NA NA NA NA "45 MM" NA "CONVATEC" "ILEODRESS FLEX PEDI TRANSP 30+10+1+4 BOLSAS ILEOST SIST DOBLE PLAC"
3465 2000237 "DISTRIX-ACM SPAIN,S.L" "222075" "NOVOPHANE 60 CAPSULAS" "NOVOPHANE 60 CAPSULAS" "NOVOPHANE" " 60 CAPSULAS" NA NA NA NA NA "DISTRIX ACM" "NOVOPHANE"
6964 953 "LABORATORIOS INDAS, S.A.U" "461715" "INCOPACK ELAST T GRANDE 80 U" "INCOPACK ELAST T GRANDE 80 UNIDADES ABSORBENTE INC ORINA SUP NOC ANAT" "INCOPACK ELAST T GRANDE ABSORBENTE INC ORINA SUP NOC ANAT" " 80 UNIDADES" NA NA NA NA NA "INDAS" "INCOPACK ELAST T GRANDE ABSORBENTE INC ORINA SUP NOC ANAT"
8021 953 "LABORATORIOS INDAS, S.A.U" "480954" "INCOPACK ELASTICO T. EXTRA-GRANDE 80U" "INCOPACK ELASTICO T EXTRA GRANDE 80 U ABSORBENTE INC ORINA NOC ANAT" "INCOPACK T EXTRA GRANDE 80 U ABSORBENTE INC ORINA NOC ANAT" NA NA NA NA NA NA "INDAS" "INCOPACK T EXTRA GRANDE 80 U ABSORBENTE INC ORINA NOC ANAT"
1202 2000123 "BRUDYLAB,  SL" "158369" "BRUDY RETINA 30 CAPSULAS BRUDYLAB" "BRUDY RETINA 30 CAPSULAS BRUDYLAB" "BRUDY RETINA" " 30 CAPSULAS" NA NA NA NA NA "BRUDYLAB" "BRUDY RETINA"
6612 919 "TEXTIL ELASTICO, S.L." "452912" "REF.736/F COMP. 10 X 10" "REF 736 F COMPRIMIDOS 10 X 10 VENDA ELASTICA" "REF 736 F 10 X 10 VENDA ELASTICA" NA "COMPRIMIDOS" NA NA NA NA "TEXTIL ELASTICO" "REF 736 F 10 X 10 VENDA ELASTICA"
6610 919 "TEXTIL ELASTICO, S.L." "452896" "REF.736/F COMP. 5 X 5" "REF 736 F COMPRIMIDOS 5 X 5 VENDA ELASTICA" "REF 736 F 5 X 5 VENDA ELASTICA" NA "COMPRIMIDOS" NA NA NA NA "TEXTIL ELASTICO" "REF 736 F 5 X 5 VENDA ELASTICA"
1242 2000037 "PHARMALINK, S.L." "198426" "CALMYZEN COMPLETE 30 CAPS" "CALMYZEN COMPLETE 30 CAPSULAS" "CALMYZEN COMPLETE" " 30 CAPSULAS" NA NA NA NA NA "PHARMALINK" "CALMYZEN COMPLETE"
1244 2000039 "HELIOSAR, S.L." "192482" "CALSUSPAG 60 CAPSULAS 500MG HELIOSAR" "CALSUSPAG 60 CAPSULAS 500 MG HELIOSAR" "CALSUSPAG" " 60 CAPSULAS" NA NA NA "500 MG" NA "HELIOSAR" "CALSUSPAG"
1247 2000019 "BOTANICA-NUTRIENTS, SL" "192944" "CANEYLAN COMPLEX 60CAPS BENSANA BOTANICA" "CANEYLAN COMPLEX 60 CAPSULAS BENSANA BOTANICA" "CANEYLAN COMPLEX BENSANA" " 60 CAPSULAS" NA NA NA NA NA "BOTANICA NUTRIENTS" "CANEYLAN COMPLEX BENSANA"
1250 2000026 "VECOS NUCOCEUTICAL,S.L." "100192" "CAPIMASS VECOS VOLUMEN MASA CAPILAR 60CA" "CAPIMASS VECOS VOLUMEN MASA CAPILAR 60 CA" "CAPIMASS VOLUMEN MASA CAPILAR 60 CA" NA NA NA NA NA NA "VECOS NUCOCEUTICAL" "CAPIMASS VOLUMEN MASA CAPILAR 60 CA"
1252 2000130 "BEBE INNOVA, SL" "173386" "CAPRICARE 2 LECHE CABRA +6 MESES 800 GR" "CAPRICARE 2 LECHE CABRA +6 MESES 800 G" "CAPRICARE 2 LECHE CABRA +6 MESES" NA NA NA NA "800 G" NA "BEBE INNOVA" "CAPRICARE 2 LECHE CABRA +6 MESES"
9602 985 "INTEX, S.A." "405589" "RENGO TALLA 1" "RENGO TALLA 1 MUÑEQUERA" "RENGO TALLA 1 MUÑEQUERA" NA NA NA NA NA NA "INTEX" "RENGO TALLA 1 MUÑEQUERA"
5162 985 "INTEX, S.A." "405407" "RENGO TALLA 10" "RENGO TALLA 10 RODILLERA" "RENGO TALLA 10 RODILLERA" NA NA NA NA NA NA "INTEX" "RENGO TALLA 10 RODILLERA"
5322 985 "INTEX, S.A." "400655" "RENGO TALLA 11" "RENGO TALLA 11 MEDIA CORTA D COMPRIMIDOS FUERTE" "RENGO TALLA 11 MEDIA CORTA D FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "RENGO TALLA 11 MEDIA CORTA D FUERTE"
4510 2000000 "SORIA NATURAL SA" "072876" "SORIA NATURAL COENZIMA Q10 103 MG 30 CAP" "SORIA NATURAL COENZIMA Q10 103 MG 30 CAPSULAS" "NATURAL COENZIMA Q10" " 30 CAPSULAS" NA NA NA "103 MG" NA "SORIA NATURAL" "NATURAL COENZIMA Q10"
1254 2000074 "PRODUCTOS MACOESA, S.A." "362459" "CARABELA BOLDO INFUSION 10 UND." "CARABELA BOLDO INFUSION 10 UND" "CARABELA BOLDO INFUSION 10 UND" NA NA NA NA NA NA "PRODUCTOS MACOESA" "CARABELA BOLDO INFUSION 10 UND"
1267 2000011 "LA BOTICA NATURAL" "131076" "CARBONATO DE MAGNESIO NATURAL 180G SOTYA" "CARBONATO MAGNESIO NATURAL 180 G SOTYA" "CARBONATO MAGNESIO NATURAL SOTYA" NA NA NA NA "180 G" NA "BOTICA NATURAL" "CARBONATO MAGNESIO NATURAL SOTYA"
1271 2000042 "SHEDIR FARMACEUTICA SLU" "209207" "CARDIOLIPID 10 PLUS 30 COMP" "CARDIOLIPID 10 PLUS 30 COMPRIMIDOS" "CARDIOLIPID 10 PLUS" " 30 COMPRIMIDOS" NA NA NA NA NA "SHEDIR" "CARDIOLIPID 10 PLUS"
1274 2000019 "BOTANICA-NUTRIENTS, SL" "182624" "CARDO MARIANO 60 COMP BOTANICA" "CARDO MARIANO 60 COMPRIMIDOS BOTANICA" "CARDO MARIANO" " 60 COMPRIMIDOS" NA NA NA NA NA "BOTANICA NUTRIENTS" "CARDO MARIANO"
9636 985 "INTEX, S.A." "405308" "RENGO TALLA 13" "RENGO TALLA 13 TOBILLERA" "RENGO TALLA 13 TOBILLERA" NA NA NA NA NA NA "INTEX" "RENGO TALLA 13 TOBILLERA"
1276 2000133 "FAISA,SL" "151689" "CAREVIT COMPLEX 20 CAPSULAS" "CAREVIT COMPLEX 20 CAPSULAS" "CAREVIT COMPLEX" " 20 CAPSULAS" NA NA NA NA NA "FAISA" "CAREVIT COMPLEX"
1279 2000134 "ROAN-FARMA 2020,S.L." "207008" "CARTICLINIC HISE FARMA 30 SOBRES NARANJA" "CARTICLINIC HISE FARMA 30 SOBRES NARANJA" "CARTICLINIC HISE FARMA NARANJA" " 30 SOBRES" NA NA NA NA NA "ROAN 2020" "CARTICLINIC HISE FARMA NARANJA"
5325 985 "INTEX, S.A." "400689" "RENGO TALLA 14" "RENGO TALLA 14 MEDIA CORTA D COMPRIMIDOS FUERTE" "RENGO TALLA 14 MEDIA CORTA D FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "RENGO TALLA 14 MEDIA CORTA D FUERTE"
9601 985 "INTEX, S.A." "405449" "RENGO TALLA 14" "RENGO TALLA 14 RODILLERA" "RENGO TALLA 14 RODILLERA" NA NA NA NA NA NA "INTEX" "RENGO TALLA 14 RODILLERA"
1283 2000019 "BOTANICA-NUTRIENTS, SL" "171232" "CARTILAGO TIBURON 530MG 60CAPS BOTANICA" "CARTILAGO TIBURON 530 MG 60 CAPSULAS BOTANICA" "CARTILAGO TIBURON" " 60 CAPSULAS" NA NA NA "530 MG" NA "BOTANICA NUTRIENTS" "CARTILAGO TIBURON"
7442 953 "LABORATORIOS INDAS, S.A.U" "471482" "INCOPACK PANTS T. MEDIA 80 U" "INCOPACK PANTS T MEDIA 80 UNIDADES ABSORBENTE INC ORINA NOC ANAT" "INCOPACK PANTS T MEDIA ABSORBENTE INC ORINA NOC ANAT" " 80 UNIDADES" NA NA NA NA NA "INDAS" "INCOPACK PANTS T MEDIA ABSORBENTE INC ORINA NOC ANAT"
7437 953 "LABORATORIOS INDAS, S.A.U" "471425" "INCOPACK PANTS T. PEQUEÑA 80 U" "INCOPACK PANTS T PEQUEÑA 80 UNIDADES ABSORBENTE INC ORINA DIA ANAT" "INCOPACK PANTS T PEQUEÑA ABSORBENTE INC ORINA DIA ANAT" " 80 UNIDADES" NA NA NA NA NA "INDAS" "INCOPACK PANTS T PEQUEÑA ABSORBENTE INC ORINA DIA ANAT"
9684 953 "LABORATORIOS INDAS, S.A.U" "491092" "INCOPACK 20X60 80U" "INCOPACK 20 X 60 80 U ABSORBENTE INC ORINA DIA RECT" "INCOPACK 20 X 60 80 U ABSORBENTE INC ORINA DIA RECT" NA NA NA NA NA NA "INDAS" "INCOPACK 20 X 60 80 U ABSORBENTE INC ORINA DIA RECT"
6930 953 "LABORATORIOS INDAS, S.A.U" "460428" "INCOPACK 80U" "INCOPACK 80 U ABSORBENTE INC ORINA NOC ANAT" "INCOPACK 80 U ABSORBENTE INC ORINA NOC ANAT" NA NA NA NA NA NA "INDAS" "INCOPACK 80 U ABSORBENTE INC ORINA NOC ANAT"
1286 2000135 "LABORATORIOS NOVATECH,S.L." "177095" "CARTILAT COMPLEX 480 GR POLVO NOVATECH" "CARTILAT COMPLEX 480 G POLVO NOVATECH" "CARTILAT COMPLEX POLVO" NA NA NA NA "480 G" NA "NOVATECH" "CARTILAT COMPLEX POLVO"
1288 2000135 "LABORATORIOS NOVATECH,S.L." "193238" "CARTILAT MUJER 30 SOBRES NOVATECH" "CARTILAT MUJER 30 SOBRES NOVATECH" "CARTILAT MUJER" " 30 SOBRES" NA NA NA NA NA "NOVATECH" "CARTILAT MUJER"
5315 985 "INTEX, S.A." "400572" "RENGO TALLA 3" "RENGO TALLA 3 MEDIA CORTA D COMPRIMIDOS FUERTE" "RENGO TALLA 3 MEDIA CORTA D FUERTE" NA "COMPRIMIDOS" NA NA NA NA "INTEX" "RENGO TALLA 3 MEDIA CORTA D FUERTE"
1290 2000108 "BLUECUBE HEALTHCARE, S.L" "175443" "CARTIMED 60 CAPSULAS" "CARTIMED 60 CAPSULAS" "CARTIMED" " 60 CAPSULAS" NA NA NA NA NA "BLUECUBE HEALTHCARE" "CARTIMED"
1294 2000071 "LABORATORIOS DEITERS,SL" "158399" "CASCARA SAGRADA DEITERS 200 MG 60 CAPS" "CASCARA SAGRADA DEITERS 200 MG 60 CAPSULAS" "CASCARA SAGRADA" " 60 CAPSULAS" NA NA NA "200 MG" NA "DEITERS" "CASCARA SAGRADA"
1297 2000118 "CASEN RECORDATI, S.L" "305355" "CASENBIOTIC 10 COMPRIMIDOS LIMON" "CASENBIOTIC 10 COMPRIMIDOS LIMON" "CASENBIOTIC LIMON" " 10 COMPRIMIDOS" NA NA NA NA NA "CASEN RECORDATI" "CASENBIOTIC LIMON"
7974 953 "LABORATORIOS INDAS, S.A.U" "480095" "INDACREP 4 M X 7 CM" "INDACREP 4 M X 7 CM VENDA ELASTICA" "INDACREP VENDA ELASTICA" NA NA NA NA "4 M X 7 CM" NA "INDAS" "INDACREP VENDA ELASTICA"
7443 953 "LABORATORIOS INDAS, S.A.U" "471490" "INDAS ELASTICO T. GRANDE 20 U" "INDAS ELASTICO T GRANDE 20 UNIDADES ABSORBENTE INC ORINA NOC ANAT" "INDAS T GRANDE ABSORBENTE INC ORINA NOC ANAT" " 20 UNIDADES" NA NA NA NA NA "INDAS" "T GRANDE ABSORBENTE INC ORINA NOC ANAT"
7441 953 "LABORATORIOS INDAS, S.A.U" "471466" "INDAS ELASTICO T. MEDIA 20 U" "INDAS ELASTICO T MEDIA 20 UNIDADES ABSORBENTE INC ORINA NOC ANAT" "INDAS T MEDIA ABSORBENTE INC ORINA NOC ANAT" " 20 UNIDADES" NA NA NA NA NA "INDAS" "T MEDIA ABSORBENTE INC ORINA NOC ANAT"
9239 953 "LABORATORIOS INDAS, S.A.U" "496638" "INDAS PLUS 20U" "INDAS PLUS 20 U ABSORBENTE INC ORINA SUP NOC RECT" "INDAS PLUS 20 U ABSORBENTE INC ORINA SUP NOC RECT" NA NA NA NA NA NA "INDAS" "PLUS 20 U ABSORBENTE INC ORINA SUP NOC RECT"
5828 953 "LABORATORIOS INDAS, S.A.U" "417865" "INDAS PURO 100 G" "INDAS PURO 100 G ALGODON ZIG ZAG PURO" "INDAS PURO ALGODON ZIG ZAG PURO" NA NA NA NA "100 G" NA "INDAS" "PURO ALGODON ZIG ZAG PURO"
1299 2000118 "CASEN RECORDATI, S.L" "187958" "CASENBIOTIC 30 COMP SABOR FRESA" "CASENBIOTIC 30 COMPRIMIDOS SABOR FRESA" "CASENBIOTIC SABOR FRESA" " 30 COMPRIMIDOS" NA NA NA NA NA "CASEN RECORDATI" "CASENBIOTIC SABOR FRESA"
7849 953 "LABORATORIOS INDAS, S.A.U" "478396" "INDAS 20U" "INDAS 20 U ABSORBENTE INC ORINA NOC ANAT" "INDAS 20 U ABSORBENTE INC ORINA NOC ANAT" NA NA NA NA NA NA "INDAS" "20 U ABSORBENTE INC ORINA NOC ANAT"
5834 953 "LABORATORIOS INDAS, S.A.U" "417923" "INDAS 5 X 1" "INDAS 5 X 1 GASA ESTERIL TIRA" "INDAS 5 X 1 GASA ESTERIL TIRA" NA NA NA NA NA NA "INDAS" "5 X 1 GASA ESTERIL TIRA"
13518 2000118 "CASEN RECORDATI, S.L" "193648" "CASENBIOTIC SABOR MANZANA 10 COMPRIMIDOS" "CASENBIOTIC SABOR MANZANA 10 COMPRIMIDOS" "CASENBIOTIC SABOR MANZANA" " 10 COMPRIMIDOS" NA NA NA NA NA "CASEN RECORDATI" "CASENBIOTIC SABOR MANZANA"
1312 2000117 "PROCTER GAMBLE ESPAÑA S.A." "196437" "CEBION 1000 12 SB  GRANULADOS SOL.ORAL." "CEBION 1000 12 SB GRANULADOS SOLORAL" "CEBION 1000 12 SB GRANULADOS SOLORAL" NA NA NA NA NA NA "PROCTER GAMBLE" "CEBION 1000 12 SB GRANULADOS SOLORAL"
1314 2000139 "BAUSCH & LOMB ESPAÑA SA" "166218" "CEBROLUX 800 30 SOBRES" "CEBROLUX 800 30 SOBRES" "CEBROLUX" "800 30 SOBRES" NA NA NA NA NA "BAUSCH LOMB" "CEBROLUX"
5191 999 "HOLLISTER IBERICA, S.A." "400029" "INSTANTCATH MUJER CH14 20CM 25U" "INSTANTCATH MUJER CH14 20 CM 25 U SONDA VESICAL BAJA FRICCION" "INSTANTCATH MUJER CH14 20 CM 25 U SONDA VESICAL BAJA FRICCION" NA NA NA NA NA NA "HOLLISTER" "INSTANTCATH MUJER CH14 20 CM 25 U SONDA VESICAL BAJA FRICCION"
1316 2000140 "COSMETICA DERMATOLOGICA,S.L." "150442" "CEDEME CREMA FACIAL HIDRATANTE HOMBRE 75" "CEDEME CREMA FACIAL HIDRATANTE HOMBRE 75" "CEDEME FACIAL HIDRATANTE HOMBRE 75" NA "CREMA" NA NA NA NA "COSMETICA DERMATOLOGICA" "CEDEME FACIAL HIDRATANTE HOMBRE 75"
6880 8008 "EXPANSION FARMA, S.L." "458232" "INTERAPOTHEK 10M X 10CM" "INTERAPOTHEK 10 M X 10 CM VENDA MALLA HIDROFILA" "INTERAPOTHEK VENDA MALLA HIDROFILA" NA NA NA NA "10 M X 10 CM" NA "EXPANSION" "INTERAPOTHEK VENDA MALLA HIDROFILA"
1319 2000141 "CELTIDERMA, S.L." "201842" "CELTIDERM PRO-CEL 30 CAPSULAS VEGETALES" "CELTIDERM PRO CEL 30 CAPSULAS VEGETALES" "CELTIDERM PRO CEL" " 30 CAPSULAS VEGETALES" NA NA NA NA NA "CELTIDERMA" "CELTIDERM PRO CEL"
1321 2000142 "INTERNATIONAL DERMATOLOGIC PRO" "170398" "CENTAPIL H 60 CAPSULAS" "CENTAPIL H 60 CAPSULAS" "CENTAPIL H" " 60 CAPSULAS" NA NA NA NA NA "DERMATOLOGIC" "CENTAPIL H"
4514 2000000 "SORIA NATURAL SA" "000695" "SORIA NATURAL DIENTE DE LEON BOLSA 40 GR" "SORIA NATURAL DIENTE LEON BOLSA 40 G" "NATURAL DIENTE LEON BOLSA" NA NA NA NA "40 G" NA "SORIA NATURAL" "NATURAL DIENTE LEON BOLSA"
1323 2000079 "URIACH CONSUMER HEALTHCARE, S." "346864" "CEREGUMIL ENVASE FAMILIAR 500 ML" "CEREGUMIL ENVASE FAMILIAR 500 ML" "CEREGUMIL FAMILIAR" NA "ENVASE" NA NA NA " 500 ML" "URIACH CONSUMER HEALTHCARE" "CEREGUMIL FAMILIAR"
6602 8008 "EXPANSION FARMA, S.L." "452698" "INTERAPOTHEK 5M X 7CM" "INTERAPOTHEK 5 M X 7 CM VENDA GASA ELASTICA" "INTERAPOTHEK VENDA GASA ELASTICA" NA NA NA NA "5 M X 7 CM" NA "EXPANSION" "INTERAPOTHEK VENDA GASA ELASTICA"
6878 8008 "EXPANSION FARMA, S.L." "458216" "INTERAPOTHEK 5M X 7CM" "INTERAPOTHEK 5 M X 7 CM VENDA MALLA HIDROFILA" "INTERAPOTHEK VENDA MALLA HIDROFILA" NA NA NA NA "5 M X 7 CM" NA "EXPANSION" "INTERAPOTHEK VENDA MALLA HIDROFILA"
4047 2000067 "NUA BIOLOGICAL INNOVATIONS S.L" "193100" "REISHINUA CAPS 90 CAPSULAS NUA" "REISHINUA CAPSULAS 90 CAPSULAS NUA" "REISHINUA" " 90 CAPSULAS" "CAPSULAS" NA NA NA NA "NUA BIOLOGICAL INNOVATIONS" "REISHINUA"
8559 999 "HOLLISTER IBERICA, S.A." "488122" "HOLLISTER  2L 30U (VALVULA ANTI-RETORNO Y VACIADO)" "HOLLISTER 2 L 30 U VALVULA ANTI RETORNO VACIADO BOLSAS RECOGIDA ORINA" "30 U VALVULA ANTI RETORNO VACIADO BOLSAS RECOGIDA ORINA" NA NA NA NA NA " 2 L" "HOLLISTER" "30 U VALVULA ANTI RETORNO VACIADO BOLSAS RECOGIDA ORINA"
8725 999 "HOLLISTER IBERICA, S.A." "490193" "HOLLISTER CONFORM 2 24710 30+10U" "HOLLISTER CONFORM 2 24710 30+10 U BOLSAS ILEOST SIST DOBLE PLAC" "CONFORM 2 24710 30+10 U BOLSAS ILEOST SIST DOBLE PLAC" NA NA NA NA NA NA "HOLLISTER" "CONFORM 2 24710 30+10 U BOLSAS ILEOST SIST DOBLE PLAC"
1101 2000118 "CASEN RECORDATI, S.L" "183444" "BIORALSUERO PLUS 330 ML LIMON 2 UDS" "BIORALSUERO PLUS 330 ML LIMON 2 UNIDADES" "BIORALSUERO PLUS LIMON" " 2 UNIDADES" NA NA NA NA " 330 ML" "CASEN RECORDATI" "BIORALSUERO PLUS LIMON"
8566 999 "HOLLISTER IBERICA, S.A." "488197" "HOLLISTER DUO SOFT PLUS 5335 30U" "HOLLISTER DUO SOFT PLUS 5335 30 U BOLSAS COLOST SIST DOBLE" "DUO SOFT PLUS 5335 30 U BOLSAS COLOST SIST DOBLE" NA NA NA NA NA NA "HOLLISTER" "DUO SOFT PLUS 5335 30 U BOLSAS COLOST SIST DOBLE"
1103 2000118 "CASEN RECORDATI, S.L" "159100" "BIORALSUERO SABOR FRUTAS BRIKS 2X330 ML" "BIORALSUERO SABOR FRUTAS BRIKS 2 X 330 ML" "BIORALSUERO SABOR FRUTAS BRIKS L" NA NA NA NA "2 X 330 M" NA "CASEN RECORDATI" "BIORALSUERO SABOR FRUTAS BRIKS L"
1105 2000118 "CASEN RECORDATI, S.L" "154661" "BIORALSUERO SABOR NEUTRO BRIKS 2X330 ML" "BIORALSUERO SABOR NEUTRO BRIKS 2 X 330 ML" "BIORALSUERO SABOR NEUTRO BRIKS L" NA NA NA NA "2 X 330 M" NA "CASEN RECORDATI" "BIORALSUERO SABOR NEUTRO BRIKS L"
7645 999 "HOLLISTER IBERICA, S.A." "474635" "HOLLISTER FIRSTCHOICE 1482 30+6U" "HOLLISTER FIRSTCHOICE 1482 30+6 U BOLSAS UROST RES SINT ADH MIC" "FIRSTCHOICE 1482 30+6 U BOLSAS UROST RES SINT ADH MIC" NA NA NA NA NA NA "HOLLISTER" "FIRSTCHOICE 1482 30+6 U BOLSAS UROST RES SINT ADH MIC"
7647 999 "HOLLISTER IBERICA, S.A." "474650" "HOLLISTER FIRSTCHOICE 1484 30+6U" "HOLLISTER FIRSTCHOICE 1484 30+6 U BOLSAS UROST RES SINT ADH MIC" "FIRSTCHOICE 1484 30+6 U BOLSAS UROST RES SINT ADH MIC" NA NA NA NA NA NA "HOLLISTER" "FIRSTCHOICE 1484 30+6 U BOLSAS UROST RES SINT ADH MIC"
7649 999 "HOLLISTER IBERICA, S.A." "474676" "HOLLISTER FIRSTCHOICE 1486 30+6U" "HOLLISTER FIRSTCHOICE 1486 30+6 U BOLSAS UROST RES SINT ADH MIC" "FIRSTCHOICE 1486 30+6 U BOLSAS UROST RES SINT ADH MIC" NA NA NA NA NA NA "HOLLISTER" "FIRSTCHOICE 1486 30+6 U BOLSAS UROST RES SINT ADH MIC"
1107 2000008 "IAÑEZ, SA." "177508" "BIOSIL 60 CAPSULAS" "BIOSIL 60 CAPSULAS" "BIOSIL" " 60 CAPSULAS" NA NA NA NA NA "IAÑEZ" "BIOSIL"
1109 2000019 "BOTANICA-NUTRIENTS, SL" "171226" "BIOTINA 500 MG 60 COMP BOTANICAPHARMA" "BIOTINA 500 MG 60 COMPRIMIDOS BOTANICAPHARMA" "BIOTINA BOTANICAPHARMA" " 60 COMPRIMIDOS" NA NA NA "500 MG" NA "BOTANICA NUTRIENTS" "BIOTINA BOTANICAPHARMA"
1111 2000055 "DANONE NUTRICIA, S.R.L." "195294" "BIPACK ALMIRON ADVANCE 3 2ª50%" "BIPACK ALMIRON ADVANCE 3 250 %" "BIPACK ALMIRON ADVANCE 3" NA NA NA "250 %" NA NA "DANONE NUTRICIA" "BIPACK ALMIRON ADVANCE 3"
7667 999 "HOLLISTER IBERICA, S.A." "475012" "HOLLISTER SERIE T 3843 30+10 U" "HOLLISTER SERIE T 3843 30+10 UNIDADES BOLSAS ILEOST SIST DOBLE PLAC" "SERIE T 3843 30+ BOLSAS ILEOST SIST DOBLE PLAC" "10 UNIDADES" NA NA NA NA NA "HOLLISTER" "SERIE T 3843 30+ BOLSAS ILEOST SIST DOBLE PLAC"
1113 2000055 "DANONE NUTRICIA, S.R.L." "197302" "BIPACK ALMIRON PROFUTURA 2 + MULTICE ECO" "BIPACK ALMIRON PROFUTURA 2 + MULTICE ECO" "BIPACK ALMIRON PROFUTURA 2 + MULTICE ECO" NA NA NA NA NA NA "DANONE NUTRICIA" "BIPACK ALMIRON PROFUTURA 2 + MULTICE ECO"
1117 2000119 "OPELLA HEALTHCARE, S.L." "193647" "BISOLHERBAL 2 EN 1 MALV TOM LLAN 12 SOB" "BISOLHERBAL 2 1 MALV TOM LLAN 12 SOB" "BISOLHERBAL 2 1 MALV TOM LLAN 12 SOB" NA NA NA NA NA NA "OPELLA HEALTHCARE" "BISOLHERBAL 2 1 MALV TOM LLAN 12 SOB"
1119 2000061 "LOGISTA PHARMA,S.A.U." "163172" "BIVOS 10 MINI SOBRES 1,5 GRAMOS" "BIVOS 10 MINI SOBRES 1.5 G" "BIVOS 10 MINI" NA "SOBRES" NA NA "1.5 G" NA "LOGISTA" "BIVOS 10 MINI"
